event_index,block_num,extrinsic_hash,extrinsic_idx,section,metion,Associated_address
5016737-1,5016737,0x65f9723cb0cd32355d01b2259d0f416af832029c6796df3406d548d87ebf6627,1,democracy,PreimageNoted,15qcHiDAeJkbqW9fpM4pR6QumeZvCmCqn7sbbckEMVGaxPtX
5016729-1,5016729,0xdb7b7a6c6b93d4524a26680594286bf15096b0732ef4719d51bd092bb1ba46d9,1,democracy,PreimageNoted,15qcHiDAeJkbqW9fpM4pR6QumeZvCmCqn7sbbckEMVGaxPtX
4937558-1,4937558,0x642f5ccfd7731a9d16de98223523b192195f146b31341abf4b6a353f7bc67afd,1,democracy,Undelegated,1dtgjv82YhpznyKeAWCeXgnWZpw1RyD13oSSCQhQwBE42t5
4927356-2,4927356,0xd87bb3ae0078d11241e86d19c797f1c108831e16286bfb07c01dd4ab0f979b22,2,democracy,Undelegated,16kXTZzTgkeQz1gyG98RpPcK22JRzBTqwD6wuW1QhpTfwwnH
4876134-0,4876134,,0,democracy,Executed,
4911576-4,4911576,0x9ff84e80afd34f8efc323fbaf5b7a0b035e74dfb1bc92782705669322ae04702,4,democracy,Delegated,1dtgjv82YhpznyKeAWCeXgnWZpw1RyD13oSSCQhQwBE42t5
4876134-0,4876134,,0,democracy,PreimageUsed,
4874334-0,4874334,,0,democracy,Passed,
4874445-1,4874445,0x69ebb3cb3e27d9d8bdc01d23ef99cdc6ccb19aa6465da2673323873d1484df4e,1,democracy,PreimageNoted,138kTNp7z4Gj7TNSJwpAb8jBLYdn9BwUskfcftC3pAxT3AaV
4867061-1,4867061,0xbaf3a7d3163a88136bfa6483e89c9f24b2f5fc51c28790dfabe291c4d910c247,1,democracy,Undelegated,16S62XsU8ceTDHNSeiNSNFmvDUyDQbA8x57wbHNaicW95KLn
4838400-0,4838400,,0,democracy,NotPassed,
4857443-1,4857443,0x7fd6539dbb733f6c5e26fb128dd219fc5f7e2a3f688def2e5988652720febf31,1,democracy,Delegated,16kXTZzTgkeQz1gyG98RpPcK22JRzBTqwD6wuW1QhpTfwwnH
4838400-0,4838400,,0,democracy,Started,
4838400-0,4838400,,0,democracy,Tabled,
4835072-1,4835072,0x5d71e2a56eb4337bc2bce4ac8d5ac1bc5ea5cbe4a6bf51d607c0bef3378c6118,1,democracy,Delegated,16RyZum58G3BHzUAQDgsTvgFTBLYcRdxkqFvfV8mMhk6n1Su
4831134-1,4831134,0x5f4904458f3f3b804beafeb4c078e67f71c5c2ea8a7b4a7e2b882afe1f7621e3,1,democracy,Started,14Mxa68QCVm88K3ZCEMHsLZABdNPhHAUdNz15MiPU3zEVzUM
4760248-1,4760248,0x7776449db0680164c5b785d003a8e490f453baf9c93ed54324cf13a3a1ceb298,1,democracy,Undelegated,14pGDZduPquBKfuxrMvA6KrsoFoVvaQCCiGigUCPMu3Hh5Zw
4749726-1,4749726,0x80dc89c6087667af8a400f0fe374f444610a0aa70b9981146112d2562f4b1925,1,democracy,Delegated,14pGDZduPquBKfuxrMvA6KrsoFoVvaQCCiGigUCPMu3Hh5Zw
4697369-4,4697369,0x004faa37fdd4293f116b8feecf9ffadf08649e46383b8b2b819022b58660c3f3,4,democracy,Undelegated,14KiTu1AqxdwhwG2tmKXUjNeuEUPMmsZAhSekg6DqgimHNxG
4697366-1,4697366,0x8b82f82c75e9b858436aec5b5661d21e9ef954307a80ca009ac2ea5da06a622b,1,democracy,Undelegated,12Ea3kSFDH3Meg5Br63o5BXZh4ELvhapCj96ygaXiTtpVhUM
4697364-1,4697364,0xd9566bc1555e9d3cc88b91e64b5315736562dc0ced9ae4609b1faf5e0b97e6c6,1,democracy,Undelegated,1eyC4V2g9evgUTJHib4sq53FCNBbgCw9UV61agWtYG1Zsjh
4697362-1,4697362,0x62389c5adf2c2ec2bab479288bbffc36854b0318ed8008c8a7227310ac335883,1,democracy,Undelegated,12HdAahUqLBXAb3ijZwV7RZM9U6vdrpWDvrJzk3PY8qsg78B
4697359-3,4697359,0x5f5b3dffba995264e669dfa0ce521f86589be44f0186c7793448bbdcbb0c58d7,3,democracy,Undelegated,13xd2v7rnzYNUqG6ez5jmnA36ZqkcUJQYTEikEnVA1zxi8wS
4659817-4,4659817,0xb6716bc90ad1ad193047cad398583f88951f5858440df3f20c8b5eb65e4d098c,4,democracy,Undelegated,14CERrLqx1wi179C3RUhY5tZfn5ceQJJM1GhedEfwQEbAa24
4614887-0,4614887,,0,democracy,Executed,
4659807-5,4659807,0x3869e1ec57f9d358ef5032be080377ba4452c97d226a43ce8f7a02819962aa59,5,democracy,Undelegated,169p6DRbFbUzqTpbwgtTCWbbgjKrhjyFM8YTqQXWaxfbNyjT
4614887-0,4614887,,0,democracy,PreimageUsed,
4614886-0,4614886,,0,democracy,Passed,
4594514-1,4594514,0xfcd13aa036b6e12379d29b46f60f4d6130177fb3a87d88cd224e0ef37e172afd,1,democracy,Undelegated,12HSex8uWhqew6a8hZLHkST4FNSNA7GTmKQiZ3ZBw4tRLFvv
4594507-2,4594507,0x13e15303af2192967386629c5ba1928dff1c65d48879683d92391b83635b6238,2,democracy,Delegated,12HSex8uWhqew6a8hZLHkST4FNSNA7GTmKQiZ3ZBw4tRLFvv
4588503-2,4588503,0xce872b8888158b97114c0b09e7f46d8df0750bae85eb953a599ea02898607dd1,2,democracy,Undelegated,13mhid8y1Waizr3mB8NzCVCqKJqxyG72avY2ZULpySggawuw
4541925-3,4541925,0x67b5b43a1caa209f744e028fbec5415ac798f8b54ffc159c754fb76028c0c66e,3,democracy,Undelegated,1qXJBdhvuqL4vPosg6stR2MKB6CFRnZpgoBHb8WzW86EhZD
4435200-0,4435200,,0,democracy,NotPassed,
4541897-2,4541897,0x6a8df805c5d9c5ae1b8d80ddff864791741931d234ab16acc9f21dc084d44fda,2,democracy,Delegated,1qXJBdhvuqL4vPosg6stR2MKB6CFRnZpgoBHb8WzW86EhZD
4435200-0,4435200,,0,democracy,Started,
4435200-0,4435200,,0,democracy,Tabled,
4424566-1,4424566,0xd60b0f694de4639140ad7998c17f2d2d9368fb0e9b2d5533a2feef249cf5d643,1,democracy,Undelegated,1dtgjv82YhpznyKeAWCeXgnWZpw1RyD13oSSCQhQwBE42t5
4418392-2,4418392,0x15bea5516df97cb8b4bfbed32bff9df6b8cf530cbbec9910390596a76eef763f,2,democracy,Undelegated,14BsQX7SWXEgQRown8MrMjvxtAfAcCUwUNPbC6tip7UKk4bU
4405965-1,4405965,0x73d170cc2c8dbfc605ec9686b8688b68454320520b155790b122c43593cf9e65,1,democracy,Proposed,16hu63GujrmJPW9ZbGibj6gFnLFe4yW8A7gDgADmRTmpaUkf
4405954-1,4405954,0x0da9d565f3daa2ce2867dcffee88a27a73463d3886b5e5c93c3c4bb4af29449a,1,democracy,PreimageNoted,16hu63GujrmJPW9ZbGibj6gFnLFe4yW8A7gDgADmRTmpaUkf
4345767-0,4345767,,0,democracy,Executed,
4345767-0,4345767,,0,democracy,PreimageUsed,
4343967-0,4343967,,0,democracy,Passed,
4326252-1,4326252,0x9b31456890a33387ce1d11b5fb64c42b62f046d0720256309f20915d26fe46d4,1,democracy,PreimageNoted,12bDHgG8swcakJhz4ADa4uJZThbQKx3rC4cQ6fH7h7EntCVA
4344189-2,4344189,0x19e649d054a2c1a50ff36eb998a62694d698073a2bb9e194542ed8856cbab9a4,2,democracy,PreimageNoted,13gVfEJg5sFGAvWSFA9G4N96yYdATyrTupxHUmTHaunrMZjz
4300767-5,4300767,0xb58c450322a4722d747726a2ba1a118a62cf20c5aaba071bb73e55046b7ef19b,5,democracy,Started,13gMCjbt1Vm4HAmj3zyZ9Q68qaFfbxcV6wNUJWTtyA9pVtzF
4291619-1,4291619,0x719faedc9081472098b85fc6888dbec5dd52bb392f4aab3c577dbe63e9916fb9,1,democracy,Undelegated,1K4jeBCWVtK9rLemitPdAXu7chQfjK9o5Xk1ggVpum1DheP
4291598-4,4291598,0xdc945960d015ee01281d835e9eb5c784fbbca621ff8b26ecad27f6031f7a502f,4,democracy,Delegated,1K4jeBCWVtK9rLemitPdAXu7chQfjK9o5Xk1ggVpum1DheP
4272146-3,4272146,0xf774b7006056c02ca9ec303fa9191e2d6d94f1fcc3647663d85eb4c195f3adfb,3,democracy,Undelegated,12VxRELFbHdQ7qpsox9PEAQsbBa3cX98k3LyB1NjUHzwv5Xq
4272114-1,4272114,0xb39e6d404ea050c0367972c6bdee9e019324436937aa556a4572e0d6cf8576f9,1,democracy,Delegated,12VxRELFbHdQ7qpsox9PEAQsbBa3cX98k3LyB1NjUHzwv5Xq
4211686-1,4211686,0x7bd89ec180cd4d39453c87c6721599928df8908a87d808c3bc175bc325c5a2b1,1,democracy,Started,15yty4Usitt9SGMgWvZdrRjcCeBa7dtrGpdkVck86BTiJoDz
4177258-1,4177258,0x082c8689fd16538f2c210fd9fcbb44c58621deb8a41f5f9fabfba036aa839b32,1,democracy,Undelegated,138cQV15jevqcyi9y29s3TN8SgMZapY1Tsz28fHKzYUndmg8
4159702-3,4159702,0xf0c00ca7cdd099e54866ad5b29105ce09a987b6ce1fa925cee207b2c9ab6f594,3,democracy,Undelegated,15T85L79UDFnNfSVjcchcZidLKeejMLLV1DUCJikUAH4fwV5
4159693-1,4159693,0xf7ea68d3014c3d66115ae7af8b1f88dd847dd672be138e7f62561aa2aed94093,1,democracy,Delegated,15T85L79UDFnNfSVjcchcZidLKeejMLLV1DUCJikUAH4fwV5
4135820-1,4135820,0x86a02cc34bf0eaa4b47e82106f171e1161b6352e0fdfbf6ba9a40065efc836b2,1,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4135810-3,4135810,0x7d58416e148d41968ba89357488c2b1b5781f72914583d6c4211bc9be5560353,3,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4135629-1,4135629,0x8146948b66bb4afedced65a531ecb6289d15f17c46d88f2828b790d064e18c42,1,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4135610-3,4135610,0xf89fa02b22e06130e38a625e4e4b2039d7c152212c254e0bae47296036428a29,3,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4135374-1,4135374,0x4fcf4ebb8ac62a2c506f91af81d5a1f3bd87e7e16ef20b46ba31329662dfe0d2,1,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4135187-1,4135187,0x3decbdff8e32bd5d8d0801d630daec0bd3b9622caf95aa93c14d1f68538c6324,1,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4116198-2,4116198,0x35d67c9f04e0ef6084032dc3fc0327719f97c3cce1496afe6fd7d91434b2faa6,2,democracy,Undelegated,1y63M52PMiFXGsw7U5wpTQr5KmPKzA8sNsWkwkusHrauJ9s
4115533-3,4115533,0x937a6e72e20449d23c6ec67485e9960aeb15036b2ff30edb4c21eca4b9158013,3,democracy,PreimageNoted,1hCMdtRsaRA4ZTEKpPKPvEjK9rZpGhyFnRHSDhqFMCEayRL
4113018-2,4113018,0xee4e88e1a73156b911219dac28f4d07b4efb2460ef26597417e3f467107c1452,2,democracy,Delegated,13mhid8y1Waizr3mB8NzCVCqKJqxyG72avY2ZULpySggawuw
4109506-2,4109506,0x8b1dad18c9c392a0c243156f67e07d81253953f49716a8aa981ba6ab4173d0a0,2,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4109361-2,4109361,0x505e196d7a204bf9b9ecd555eaaff4dadbebe20347fec42c9ab34d2a99c1f2de,2,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4109195-1,4109195,0x900b01023d415c3ebe7a2032eee5876773ec77666fe4f6cc014cee1cb47a2f26,1,democracy,Undelegated,143FhZ8Hj7a7gXK3pVYLAwHsM5Py4DFazpF5fwJDMj6egL74
4105273-1,4105273,0x8852371a0fc73aa5ab55606216e3049ddce0a6d0a9eaa447240dc12b0052222d,1,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4105263-1,4105263,0x959cf87fdaedc15e0541f00372e960dbd72288682a175341e4a1f95a6c370a1b,1,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4105248-2,4105248,0x04ab80cc4734bccafacd9458beed729355d25c46caf6757478b8ef117f0f446f,2,democracy,Undelegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4103871-1,4103871,0x9831bf06af8429a6c3c6a8119652500fa717d72ce460b5f046da1455f42876d1,1,democracy,Delegated,15DusWJhWjvTMU6hNyXcpZEJwTYNekJVCgc2377cDtzL5Pof
4094299-1,4094299,0xb7ab2dbcfe3fd188c077b66c495a50e96e0612c3a65a79354fddb7943b92d0e6,1,democracy,Delegated,1dtgjv82YhpznyKeAWCeXgnWZpw1RyD13oSSCQhQwBE42t5
4043814-4,4043814,0x0da069111477dcfa1d0a2f1cd2b4823adb11039062463034a77e7c3397074a04,4,democracy,Undelegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
4043809-2,4043809,0x7b889decbe391c1eef97d4d34e0d4253d02ea8daf68c6269a1013c55478efeba,2,democracy,Delegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
4038453-2,4038453,0xd8590a058b008950d60a026fb3e7a64056fb63c530a9d53eb6534d2438cb0336,2,democracy,Undelegated,16CfHoeSifpXMtxVvNAkwgjaeBXK8rAm2CYJvQw4MKMjVHgm
4032000-0,4032000,,0,democracy,NotPassed,
4038414-1,4038414,0x253b2a79f672d9e58e73432adbc5bb1eea1a9cee843d07b0bfe0c8df52e3fc5b,1,democracy,Delegated,16CfHoeSifpXMtxVvNAkwgjaeBXK8rAm2CYJvQw4MKMjVHgm
4032000-0,4032000,,0,democracy,Started,
4032000-0,4032000,,0,democracy,Tabled,
4010446-1,4010446,0xa3203557f2147f6b8bb875c3766a8ae0c998d3fcd5d1dcc3083078d0b1ad51fd,1,democracy,PreimageNoted,1vQAnWwUYeEnoF1yK51ZmHpaVRs6inHHEJhzJto3xgqe4pF
3934978-4,3934978,0xbb4caadeb272fbd07a0dadec916e7b1c85e129157b45efa8b25498c2b8f004bf,4,democracy,PreimageNoted,12Vpz6E85F8pUchpZPfbRt7PwwznfqLrXTL7njTYMVtMvMay
3920282-2,3920282,0x04c0bf7b89d92e48a1c0f3215756fa9c944f5bc18dbe6745caefa64b73dd32b3,2,democracy,Undelegated,1urwKRiqUir7EJJUeHdKcLNbYEotJkAqXkppHjDeLTZxrGC
3920260-1,3920260,0x1bc34f8c04db4f4f6d1414f9a72484a812cc75b7e71614a793a21406abec89c9,1,democracy,Delegated,1urwKRiqUir7EJJUeHdKcLNbYEotJkAqXkppHjDeLTZxrGC
3917414-1,3917414,0x2500a89e49e9c03a951c73a79621ec54f9d5d0628f47521982db2f7a938b7b5e,1,democracy,Undelegated,1FRqytkuyZ9hP1YsY9eu18MrF6DoEp1bVwaYVowS8uGY6d8
3899547-0,3899547,,0,democracy,PreimageUsed,
3900075-1,3900075,0xad45cfa4a9cdd8c5472b7f192c8c95f1bf437a7c14b317a81dd19efdcf8111c6,1,democracy,Undelegated,14DhPSo3f19adQg83FYPCxP1FV8gRFT61NaZ3dPaZUjdaf6A
3899547-0,3899547,,0,democracy,Executed,
3898347-0,3898347,,0,democracy,Passed,
3898370-1,3898370,0x5d5c5a8294cae0ac143f5b44d56fd56f1be864ea85a41f661c9d402941a0b710,1,democracy,PreimageNoted,13gVfEJg5sFGAvWSFA9G4N96yYdATyrTupxHUmTHaunrMZjz
3896723-1,3896723,0x2a2b6dbd940663a4696dc2fc15e9c76d0d56698e28976b74ae59a9a68163a251,1,democracy,Undelegated,1cEQw5AGLAGdBDzXyFizgtZvETZtYFD8G3aSeUnHCynAsHk
3875970-1,3875970,0x181734f159ce8c9142c85aa041e818764b59fb125efe4ccf1db67fde09856b2d,1,democracy,Undelegated,12mSfEkpj71PrwDgqZyFgef5qRo9KVWBLfizmXtm311f9tBJ
3872958-2,3872958,0x466bb178491a410f8c8481f6803d2a4ad56801e518569d063b5f7d1772aa61e1,2,democracy,Undelegated,1Wk35y1pzwN6ViaZ3mu7gvpuioHBQx5MWPTndLnPaxvD51y
3857909-2,3857909,0x4b00f81c7196fabe8c83a78d5d1b1a427a36863b7245d15ca259e0be5b1a63db,2,democracy,Delegated,14DhPSo3f19adQg83FYPCxP1FV8gRFT61NaZ3dPaZUjdaf6A
3855368-2,3855368,0x70aee14d4c9fa2005b8ca55a0bd023ced7382ab978bfa306f79f936b40e1f5ce,2,democracy,Delegated,14N5nJ4oR4Wj36DsBcPLh1JqjvrM2Uf23No2yc2ojjCvSC24
3853347-1,3853347,0x9232cb2e967b0ba53cf685c40a7ede52639c9504d7d349cf9cc0030aee2eae6d,1,democracy,Started,15yty4Usitt9SGMgWvZdrRjcCeBa7dtrGpdkVck86BTiJoDz
3830940-2,3830940,0x72d0f42795b0d7bbc3f447c67ce891ac7a1969d00ba416188cdcc68405b66e21,2,democracy,Delegated,13jznz8EtWN4v2DBVvSzCkEe5SNpEz9BhP7eo28f71LFE9VL
3831111-2,3831111,0x298697104074080a177239907d1c318a7ea84edf11401e12066f75eff0a8833e,2,democracy,Undelegated,13jznz8EtWN4v2DBVvSzCkEe5SNpEz9BhP7eo28f71LFE9VL
3817787-2,3817787,0x92d4fec261f3e2d95661f483aca2d83f6ba289a569d54da0dae3b3fd41a00c5f,2,democracy,Delegated,12mSfEkpj71PrwDgqZyFgef5qRo9KVWBLfizmXtm311f9tBJ
3815861-2,3815861,0x5fdbeb1f65a55e236b1e0041e07782b5789b4820c765b2c709c515e5931ceb0f,2,democracy,Delegated,15dRU7propzDAp3KoHVtnwFNGF1phMPBBFjfywdhUvcdvLsF
3778056-1,3778056,0xa3f23c7f0eaba7848e442c412e1275fcfab7920bae5867fa74f07be3dac3e35f,1,democracy,Undelegated,1gLcZp36nJVYMgNTxirJtDhjtBifwKL7Yvt7zrDqaTuajCe
3740568-1,3740568,0xaab5c9b75af968e85ecdb10ad24c87e1e1cc88917d1ef21d8f5f26a890c245d1,1,democracy,Undelegated,15tfM3qmHRcodEBSRVfoDPHaob8gY4TbQisr3syZ9nS52osx
3734708-1,3734708,0xbc2bffdf2dfa51c67469d703010ec403c79bb95bb6882479a647e190940bbc8d,1,democracy,Delegated,138cQV15jevqcyi9y29s3TN8SgMZapY1Tsz28fHKzYUndmg8
3734682-3,3734682,0xa3ab5557b9f30418785ea0219d80b48b598ae8f0904f475636632f0a00dcd122,3,democracy,Undelegated,138cQV15jevqcyi9y29s3TN8SgMZapY1Tsz28fHKzYUndmg8
3734666-1,3734666,0x2b1b48c983ea96e4bccb4452872a7c8e74ab751d485c40a35f84accef7b9da4f,1,democracy,Delegated,138cQV15jevqcyi9y29s3TN8SgMZapY1Tsz28fHKzYUndmg8
3683868-1,3683868,0xfe8ee3658bb40e3f8287c9f3cb8c48ac008fd99750a5d5e1ae6ed210ecd0415f,1,democracy,Delegated,126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh
3669034-1,3669034,0xb138c926acf99679faf564c468cf37429efbcbe53f8489a6dca0b69708deba29,1,democracy,Undelegated,12rmHi9JbR1SnBhMBszVvLfQCtBMvJJYwFzdhrtBHDupbZNf
3645338-3,3645338,0x432f0964603609618e6c7ac2559cd1a0c8196ef685970319245ea3ff70c4df09,3,democracy,Undelegated,12xTLk285T4NE3dKL54d5p9WcSR56WbSoTmzhYTgj5auwN77
3642362-1,3642362,0x3e155b04bd02e1f7d57173d3e0fabc0406c42b4cadd0d44bfdb7849eea1655b8,1,democracy,PreimageNoted,1hCMdtRsaRA4ZTEKpPKPvEjK9rZpGhyFnRHSDhqFMCEayRL
3628800-0,3628800,,0,democracy,Executed,
3630975-2,3630975,0x5d6f6fab688477a0dd2ce0cddb61fa5fd66fa99b8adbadf2c034df9ff10fe7bd,2,democracy,Undelegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
3628800-0,3628800,,0,democracy,PreimageUsed,
3628800-0,3628800,,0,democracy,NotPassed,
3628800-0,3628800,,0,democracy,Started,
3628800-0,3628800,,0,democracy,Tabled,
3613564-0,3613564,,0,democracy,Executed,
3613564-0,3613564,,0,democracy,PreimageUsed,
3598729-1,3598729,0xb1d8968d7c3b24fe40ace0daed5e563f2730410ff406ac7ab0cb2c75817479b3,1,democracy,Undelegated,143Avc7Ekga5xShpQprXNWYsJE8eTSnKQe2LsMiKReeqfwaE
3584764-0,3584764,,0,democracy,Passed,
3585001-1,3585001,0xf62ad20c8764d757373f4b693358c6257c88fbb1491e65be7d75ea6a55588c21,1,democracy,Undelegated,13GnsRKEXCAYLJNScBEDj7rHTXkkHAVTj5QMNp6rnyGuTAVN
3585643-1,3585643,0x548af496c76cd0ac360a4ae2fc1f55e94fb442288d72b091bc21c7ffbb6fde9d,1,democracy,PreimageNoted,12nMGNKauUUg6wmu3kJn3xV9BBCBJiQzoQ7ddEcFPA25h6g1
3584712-2,3584712,0x2bccafd87007fc8525a5f7311cb861269c50d510ac930995cbd398dbfcdda36c,2,democracy,Undelegated,1TRyVcQFBkVi4c5wPZWh4EAk4688vzgGtwuJSNpuqiVRH9U
3584581-5,3584581,0x580f2c53cec484c8fed6c623c6bb6487b38e438665a8c9bbdd0c0353f3f1613e,5,democracy,Undelegated,12TfJM2ztXY2qSm5xoruzKMKUm6x6m8K4XLR8fAskEPRMiFJ
3555964-1,3555964,0x9b2387ac99f6b39d5856669c54a27877fa94f1c8e47cba0543f1e9a66d5c4dc6,1,democracy,Started,15yty4Usitt9SGMgWvZdrRjcCeBa7dtrGpdkVck86BTiJoDz
3486755-1,3486755,0xfcb132d9bb7577af4de22c72d60034ee18f2a9b35dada759ecd4e7986c20f9b2,1,democracy,PreimageReaped,1KfwbqUBjW29h1QSAxE4Cr3G5CVCzAss2QGp5MVHHeo32kW
3472217-1,3472217,0xee8418512f575ef41658e618d9d003a4cc9327482f9e75676d9c655ce415e67d,1,democracy,Delegated,14BsQX7SWXEgQRown8MrMjvxtAfAcCUwUNPbC6tip7UKk4bU
3470293-2,3470293,0xe87acb25225e383924bc00f97b0565a0a3728f28a2cd44e671b97b917cde34a5,2,democracy,Delegated,12rmHi9JbR1SnBhMBszVvLfQCtBMvJJYwFzdhrtBHDupbZNf
3459830-1,3459830,0xa5ca9dbe1bfa0aad86af94b828ab979752ba65507f93ed5e8e065cc0e4eeb5fd,1,democracy,Undelegated,146KHoAmnJSgEZK8wERzsR6eJWesYzM8mKxEKBK9VWWguu8H
3455039-5,3455039,0x1d48c6e95892d83773e6ef41d293c54ed0a254f428a252a4168e51c5c1f15278,5,democracy,Delegated,15dRU7propzDAp3KoHVtnwFNGF1phMPBBFjfywdhUvcdvLsF
3451178-1,3451178,0x837ad15045468ce71a4dbc105dad2a0eb2e0f075722eef1a9b9b1a30287d9749,1,democracy,Delegated,12FiBPC11a1JK9ZnkRegzpuPttCgu5bqTLjGhXxUBW69e16Q
3450691-3,3450691,0x90d7c257f951d39d40c32218bb2e33add93894052840cf79fecf9207d8c83b7a,3,democracy,Undelegated,12FiBPC11a1JK9ZnkRegzpuPttCgu5bqTLjGhXxUBW69e16Q
3402533-1,3402533,0x60d2c3bcfde53111c8365a4c046b6ff5283ceab9fe8890fd65a567a4306a3915,1,democracy,Delegated,1y63M52PMiFXGsw7U5wpTQr5KmPKzA8sNsWkwkusHrauJ9s
3400508-2,3400508,0x4c6d1a71cd104dd265bbdd244d3b7ea8122bc4bcab04d2ada2a39f3dcfa26993,2,democracy,Delegated,15iGBMW2av71p6i14fH268zKtcvbcv6UDb9XKgM8pHkBLXB8
3393866-1,3393866,0x61ffef00be79dd5d6fd7d2fdf1b8cd8ab5c288decc8891bba7afb6f33110f96b,1,democracy,Delegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
3367282-3,3367282,0xebedb6f8408b49201f4389680c90cef495b32975688b531d51c7ae3dae4b105c,3,democracy,Delegated,14CERrLqx1wi179C3RUhY5tZfn5ceQJJM1GhedEfwQEbAa24
3340838-1,3340838,0x93bf582f43b9df9a585719f62fe9a539fc11af13e028ded9683a0424210db99e,1,democracy,Undelegated,12aMJTjkEvoEmyjovXFYKBkcXnMFAhujabbJQNvHbKpeJ5WZ
3330554-3,3330554,0x0466f1d44b0bcb88e5d340345cab43e2568b11aeb822838cda3e678f08e66d5b,3,democracy,Undelegated,16XdCsQ5A2rDwKJQbak3mB8K52SU91nXsG6ANa2dwrERCCzU
3330053-1,3330053,0x3b62670125e62c8816997f472d6430dca49ba595359dbaba13cbe153bc47fbef,1,democracy,Delegated,16XdCsQ5A2rDwKJQbak3mB8K52SU91nXsG6ANa2dwrERCCzU
3308656-1,3308656,0x180dd564ccd11489f7c71a344f941a2b4902843b1bc85353bfabcac1e9b47938,1,democracy,Undelegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
3298103-2,3298103,0x2a1018d4a948594024ee992add00a47776679fa74b2fdf01faab9cfc60795e09,2,democracy,Undelegated,1srwUZWGupWc7evD21Lc2eRNTBap6swo9BYUq3V2YHGwTTP
3283080-2,3283080,0xfcdb9273b60c57effed4105d97115feff4be87ca3131e532c308af15ffc5be2b,2,democracy,Delegated,14u4atQws9LSPME85WiCJY1sc2jq7WV153UKwriEhdmryRUM
3278262-1,3278262,0xf8fcc3b4f2c2207e5c7430b0320132c5e0083f529b62cab807d650a7b3b5d8da,1,democracy,Delegated,16aJWMoREWpoYmHdAvv4XWE5PDEJWkv5pC6smQbyqkQ94WE4
3237306-1,3237306,0x1f6a463db6756df0faa4a834ae68052b8c57d0f040b67d64bf431de9de0daee6,1,democracy,Delegated,143Avc7Ekga5xShpQprXNWYsJE8eTSnKQe2LsMiKReeqfwaE
3225600-0,3225600,,0,democracy,Passed,
3225600-0,3225600,,0,democracy,Started,
3236858-1,3236858,0xd1b9a27568250651da11a2eed97b79c4f31e4089c03c59956f365393c7b02021,1,democracy,Delegated,143Avc7Ekga5xShpQprXNWYsJE8eTSnKQe2LsMiKReeqfwaE
3225600-0,3225600,,0,democracy,Tabled,
3210719-1,3210719,0x28887ee277f412d8684d5b81db3e9430893afab30545a6df9c2a9a294a788b61,1,democracy,Delegated,16XdCsQ5A2rDwKJQbak3mB8K52SU91nXsG6ANa2dwrERCCzU
3204188-1,3204188,0xefb349256c6b59831e5b56cc7c9ff2f945db860bd206ac208758c7fedaab8b62,1,democracy,Undelegated,14Gf4kUvqKLQXr3PvsVrw1G9VGqdXHnsNn1NyoRVV15Fxsbu
3204184-2,3204184,0xcb8ce06fb497a0fcf342affdede1656d344008781f093c40c579c9f69270a13d,2,democracy,Undelegated,13uGvpTEhttoY42DTEYyBvXDX9hzNQ39ofd89HZbHCUrTuMk
3204180-3,3204180,0x9d4d4489ad11b73ab2b057446093c87868938f97bbd6e3353c7ea39920abcdee,3,democracy,Undelegated,13izHmDhopLu6h3Dt1pUcVFCTCFwp8zKbN5rJz5SbZRj64vJ
3204175-1,3204175,0x86d10ca0ece5efe1cb8222a53d9df38ec54cf1569921c7f5f3f0369a3a5f5e19,1,democracy,Undelegated,12pzzWny2tVGnDHPoTaaVwhWa6ZdCENuscy6QFU9kchBsBnN
