event_index,block_num,extrinsic_hash,extrinsic_idx,section,metion,Associated_address
1475648-0,1475648,,0,democracy,Passed,
1475648-0,1475648,,0,democracy,PreimageUsed,
1489194-2,1489194,0x5b9e143963c79b53c372522655f291a8e008e1580a54a6f946eaf939bc098319,2,democracy,Unlocked,JFArxqV6rqPSwBok3zQDnj5jL6vwsZQDwYXXqb1cFygnYVt
1475648-0,1475648,,0,democracy,Executed,
1489846-3,1489846,0xfccf2829946dc9cd59b1c4ed62a5d2ab05451abe811e5a59a56153150e6fd859,3,democracy,PreimageNoted,GZG96TmN89YEVLqa6KWWaE5HYKyhP9QVDoa4NZjgHNDyCiS
1472960-0,1472960,,0,democracy,Executed,
1489796-3,1489796,0x7aea724c678db739a49f8834baa8fd9f9d6b3e3553c64061fa6708368d12a7fc,3,democracy,Started,F2i6trfXqFknbgB3d9wcd1X98WWdLLktmFtK8Beud75bjTW
1473848-2,1473848,0x9bab4e9f7fbea638032962d2d8440d624b65b52a8a5a8b84bd2c8acd937c23fe,2,democracy,Started,F2i6trfXqFknbgB3d9wcd1X98WWdLLktmFtK8Beud75bjTW
1472960-0,1472960,,0,democracy,PreimageUsed,
1466360-0,1466360,,0,democracy,Passed,
1473780-2,1473780,0x1ad824b97f47529dff075d736b44462e36d252b67025cf7766c0db620b1987ed,2,democracy,PreimageNoted,EqeaSHobbxoBkKXdfcxTJwYEsofyu48LMrSeFtiQGcafouM
1464022-3,1464022,0x0d15fc0f88c687c1def94e8558691eff24e4211f82e94bffa6283c8badc1f4ce,3,democracy,Unlocked,F89JAYkWvLw3HUxfeL4su1biEDWNfJn1QYvwevwanMNaZKN
1464560-2,1464560,0xc5338726a2a40472cc7c19db23c75f8ebf17eb16b35d99386afaace490c31080,2,democracy,Started,F2i6trfXqFknbgB3d9wcd1X98WWdLLktmFtK8Beud75bjTW
1466446-3,1466446,0xcd766292a822ac834da8cad699fda4d62314fd798648812361a9c26eef55e1c9,3,democracy,PreimageNoted,FcxNWVy5RESDsErjwyZmPCW6Z8Y3fbfLzmou34YZTrbcraL
1460596-3,1460596,0x34b4e8426f6e4ce0c66207c47efd72623cd518eaea8f1850d0cc631f3cef1001,3,democracy,Unlocked,JEcacANpAxTKvrwYCgYRCUVA92sQBvWyCSLY85cQb9TNMJd
1461399-3,1461399,0x3d47796631e950a8c6ec047cf493e28c2e87af0cd74ebfd7c7e8e11e99e32e0a,3,democracy,Unlocked,EGVQCe73TpFyAZx5uKfE1222XfkT3BSKozjgcqzLBnc5eYo
1445458-0,1445458,,0,democracy,Executed,
1461263-3,1461263,0xf52df559fed87d6e3cc2095b03593cf02f74f8cb1f973a4a11eaad3bf1a47705,3,democracy,Unlocked,H9eSvWe34vQDJAWckeTHWSqSChRat8bgKHG39GC1fjvEm7y
1445458-0,1445458,,0,democracy,PreimageUsed,
