event_index,block_num,extrinsic_hash,extrinsic_idx,section,metion,Associated_address
1486106-3,1486106,0x60c9642058f85f511cd2a07c1a6cf1b4bae0bdd1f2b059d918cb8fbb3cedd373,3,treasury,Proposed,146GTTVAZhU8epotD6ymKpRfhUwVLYrhL8Ho28LVeox4GrWC
1405296-3,1405296,0x21e97ccb0e37f004c42433dc89ddfd758746e52aa3a92dae09eb2225e44401f3,3,treasury,Proposed,14mcmsxwLXhQ2yEazPvhHAxfjB8CPayXgRw6Tg18owBDaQg3
1434947-3,1434947,0xb92b4bffb3bae7e295b6d15217cf0d6a06c6123a7dfe9ed32e26481ad7d36863,3,treasury,Proposed,16XXocb76BpprdspsR7j5iWFHf4aTMnsVHxgGBXfixs1FFLb
1307873-3,1307873,0xa5036ea83f5c72d4b616ac1b42e9ccc786af7156eb0991923bb01dfa5236b922,3,treasury,Proposed,1hP1j6MT33vmiSUJBzFR5oyrowYZrGcj7kRV9exh7rFYi6A
1301122-3,1301122,0xd2b5d4a575e7b3bcad2ca89d21a9c21e026a7e7c0803ecdb55b604358c9c6c5c,3,treasury,Proposed,14tecGFzyEd5omn7RGifn5yyngZrnoCcLWNG3e7FjVZJzvZk
1359574-2,1359574,0xef63444f03c2e6dfe0e948378cbf48e5247ae50a6f5822d5a5316a516d6736b1,2,treasury,Proposed,165u1SrKMy1JYHdE5Dk2RHWGheVGfQHznfPWUp5bDtjC66AT
1267986-3,1267986,0xbcb1dca34b2ab736c7b6cfe8b2e3804e6847be29c670e2ea6ad1de1903dc9ea4,3,treasury,Proposed,1qSbJPehtSZHe1Y9EX75XqDKn9hcDVArUTwrTy7raQHigzw
1142221-2,1142221,0x1f4b617bf236b65acaef4995f9c37e88fa0b2bd8698fce632606de2eb9b43ca2,2,treasury,Proposed,13DgX3GSb1tAGCWjW4dcSnNZZDEaKrFceYtAMaEBMFfQH9rz
1145294-3,1145294,0x4d5379055ba210b0375fe4feb109366ff381243a7272d299d0238b6b773300e1,3,treasury,Proposed,14uH3azqp9RKBnbYmzS3UbV6YGyzn5hH2VBPFNwYVYahx9gy
1145322-3,1145322,0xac072bc1bcc9b7fae57a180e7ece74cf9a75821af7837a9d5eed79fcc08b8503,3,treasury,Proposed,14uH3azqp9RKBnbYmzS3UbV6YGyzn5hH2VBPFNwYVYahx9gy
1268025-3,1268025,0x5ec8157683f8c4f4e8e9aa6f782aa755ad3da180621c02a68567cf42c8e9b177,3,treasury,Proposed,1qSbJPehtSZHe1Y9EX75XqDKn9hcDVArUTwrTy7raQHigzw
